"CellType","marker"
"CD4-positive, alpha-beta T cell","AIM2"
"CD4-positive, alpha-beta T cell","HS3ST3B1"
"CD4-positive, alpha-beta T cell","MFHAS1"
"CD4-positive, alpha-beta T cell","TMEM120B"
"CD4-positive, alpha-beta T cell","KLHL36"
"CD4-positive, alpha-beta T cell","IKZF4"
"CD4-positive, alpha-beta T cell","RRS1"
"CD4-positive, alpha-beta T cell","SARDH"
"CD4-positive, alpha-beta T cell","SFMBT1"
"CD4-positive, alpha-beta T cell","DCP1B"
"CD4-positive, alpha-beta T cell","ERI1"
"CD4-positive, alpha-beta T cell","TDP1"
"CD4-positive, alpha-beta T cell","TMEM161B"
"CD4-positive, alpha-beta T cell","ZDHHC18"
"CD4-positive, alpha-beta T cell","FXYD7"
"CD4-positive, alpha-beta T cell","ZBTB7B"
"CD4-positive, alpha-beta T cell","PYGO2"
"CD4-positive, alpha-beta T cell","IZUMO4"
"CD4-positive, alpha-beta T cell","SLC25A20"
"CD4-positive, alpha-beta T cell","CORO2A"
"CD4-positive, alpha-beta T cell","UBE2V1"
"CD4-positive, alpha-beta T cell","NUDT19"
"CD4-positive, alpha-beta T cell","EXOSC2"
"CD4-positive, alpha-beta T cell","AGMAT"
"CD4-positive, alpha-beta T cell","LAYN"
"CD4-positive, alpha-beta T cell","IL1R2"
"CD4-positive, alpha-beta T cell","ADAT2"
"CD4-positive, alpha-beta T cell","CLEC7A"
"CD4-positive, alpha-beta T cell","PTPN22"
"CD4-positive, alpha-beta T cell","RIC3"
"CD4-positive, alpha-beta T cell","STAM"
"CD4-positive, alpha-beta T cell","TACC3"
"CD4-positive, alpha-beta T cell","EPHB6"
"CD4-positive, alpha-beta T cell","CHST7"
"CD4-positive, alpha-beta T cell","RAB39B"
"CD4-positive, alpha-beta T cell","XCL1"
"CD4-positive, alpha-beta T cell","IL4I1"
"CD4-positive, alpha-beta T cell","C3AR1"
"CD4-positive, alpha-beta T cell","P2RX5"
"CD4-positive, alpha-beta T cell","ASB2"
"CD4-positive, alpha-beta T cell","PKIA"
"CD4-positive, alpha-beta T cell","AGAP2"
"CD4-positive, alpha-beta T cell","TMEM204"
"CD4-positive, alpha-beta T cell","ACP6"
"CD4-positive, alpha-beta T cell","ZBTB14"
"CD4-positive, alpha-beta T cell","LRIG1"
"CD4-positive, alpha-beta T cell","ANK3"
"CD4-positive, alpha-beta T cell","ST8SIA1"
"CD4-positive, alpha-beta T cell","TNFAIP8L2"
"CD4-positive, alpha-beta T cell","DPEP2"
"CD4-positive, alpha-beta T cell","FXYD1"
"CD4-positive, alpha-beta T cell","PGAP1"
"CD4-positive, alpha-beta T cell","DAPP1"
"CD4-positive, alpha-beta T cell","STK39"
"CD4-positive, alpha-beta T cell","P2RY8"
"CD4-positive, alpha-beta T cell","LYPD3"
"CD4-positive, alpha-beta T cell","RAB37"
"CD4-positive, alpha-beta T cell","CMTM8"
"CD4-positive, alpha-beta T cell","SPNS3"
"CD4-positive, alpha-beta T cell","CDCA7"
"CD4-positive, alpha-beta T cell","NDC80"
"CD4-positive, alpha-beta T cell","AGFG2"
"CD4-positive, alpha-beta T cell","TMEM116"
"CD4-positive, alpha-beta T cell","SH2D3A"
"CD4-positive, alpha-beta T cell","GDF11"
"CD4-positive, alpha-beta T cell","MT1G"
"CD4-positive, alpha-beta T cell","CD79A"
"CD4-positive, alpha-beta T cell","APBA2"
"CD4-positive, alpha-beta T cell","CD200"
"CD4-positive, alpha-beta T cell","TOX2"
"CD4-positive, alpha-beta T cell","PATL2"
"CD4-positive, alpha-beta T cell","SH3TC1"
"CD4-positive, alpha-beta T cell","USP20"
"CD4-positive, alpha-beta T cell","HSF2"
"CD4-positive, alpha-beta T cell","S1PR2"
"CD4-positive, alpha-beta T cell","MEI1"
"CD4-positive, alpha-beta T cell","CYSLTR1"
"CD8-positive, alpha-beta T cell","CCL5"
"CD8-positive, alpha-beta T cell","NKG7"
"CD8-positive, alpha-beta T cell","CST7"
"CD8-positive, alpha-beta T cell","CTSW"
"CD8-positive, alpha-beta T cell","CD8A"
"CD8-positive, alpha-beta T cell","KLRD1"
"CD8-positive, alpha-beta T cell","CD8B"
"CD8-positive, alpha-beta T cell","LAG3"
"CD8-positive, alpha-beta T cell","GNLY"
"CD8-positive, alpha-beta T cell","CCL4"
"CD8-positive, alpha-beta T cell","GZMA"
"CD8-positive, alpha-beta T cell","CD3D"
"CD8-positive, alpha-beta T cell","CMC1"
"CD8-positive, alpha-beta T cell","XCL2"
"CD8-positive, alpha-beta T cell","APOBEC3G"
"CD8-positive, alpha-beta T cell","GZMB"
"CD8-positive, alpha-beta T cell","IL32"
"CD8-positive, alpha-beta T cell","CD2"
"CD8-positive, alpha-beta T cell","HCST"
"CD8-positive, alpha-beta T cell","IL7R"
"CD8-positive, alpha-beta T cell","CD3E"
"CD8-positive, alpha-beta T cell","CD3G"
"CD8-positive, alpha-beta T cell","XCL1"
"CD8-positive, alpha-beta T cell","CRTAM"
"CD8-positive, alpha-beta T cell","CD6"
"CD8-positive, alpha-beta T cell","CD7"
"CD8-positive, alpha-beta T cell","KLRB1"
"CD8-positive, alpha-beta T cell","EVL"
"CD8-positive, alpha-beta T cell","IL2RG"
"CD8-positive, alpha-beta T cell","LCK"
"CD8-positive, alpha-beta T cell","LEPROTL1"
"CD8-positive, alpha-beta T cell","CD247"
"CD8-positive, alpha-beta T cell","SPOCK2"
"CD8-positive, alpha-beta T cell","GZMM"
"CD8-positive, alpha-beta T cell","ICOS"
"CD8-positive, alpha-beta T cell","CD96"
"CD8-positive, alpha-beta T cell","IL2RB"
"CD8-positive, alpha-beta T cell","SH2D2A"
"CD8-positive, alpha-beta T cell","GPR171"
"CD8-positive, alpha-beta T cell","SH2D1A"
"CD8-positive, alpha-beta T cell","TRAT1"
"CD8-positive, alpha-beta T cell","MATK"
"CD8-positive, alpha-beta T cell","PYHIN1"
"CD8-positive, alpha-beta T cell","SIRPG"
"CD8-positive, alpha-beta T cell","ZAP70"
"CD8-positive, alpha-beta T cell","BCL11B"
"CD8-positive, alpha-beta T cell","SAMD3"
"CD8-positive, alpha-beta T cell","JAKMIP1"
"CD8-positive, alpha-beta T cell","BTG1"
"CD8-positive, alpha-beta T cell","PTPRC"
"CD8-positive, alpha-beta T cell","CD27"
"CD8-positive, alpha-beta T cell","STK17A"
"CD8-positive, alpha-beta T cell","ACAP1"
"CD8-positive, alpha-beta T cell","CLEC2D"
"CD8-positive, alpha-beta T cell","LAT"
"CD8-positive, alpha-beta T cell","RUNX3"
"CD8-positive, alpha-beta T cell","SIT1"
"CD8-positive, alpha-beta T cell","SKAP1"
"CD8-positive, alpha-beta T cell","GRAP2"
"CD8-positive, alpha-beta T cell","STAT4"
"CD8-positive, alpha-beta T cell","ITK"
"CD8-positive, alpha-beta T cell","LINC00861"
"CD8-positive, alpha-beta T cell","SCML4"
"CD8-positive, alpha-beta T cell","RGL4"
"CD8-positive, alpha-beta T cell","B2M"
"CD8-positive, alpha-beta T cell","HLA-A"
"CD8-positive, alpha-beta T cell","CD52"
"CD8-positive, alpha-beta T cell","CD69"
"CD8-positive, alpha-beta T cell","ZFP36L2"
"CD8-positive, alpha-beta T cell","FYN"
"CD8-positive, alpha-beta T cell","DUSP4"
"CD8-positive, alpha-beta T cell","ITM2A"
"CD8-positive, alpha-beta T cell","GIMAP7"
"CD8-positive, alpha-beta T cell","TUBA4A"
"CD8-positive, alpha-beta T cell","PIK3IP1"
"CD8-positive, alpha-beta T cell","PPP2R5C"
"CD8-positive, alpha-beta T cell","TBC1D10C"
"CD8-positive, alpha-beta T cell","SYTL3"
"CD8-positive, alpha-beta T cell","PRKCH"
"CD8-positive, alpha-beta T cell","PTPN22"
"CD8-positive, alpha-beta T cell","TMSB4X"
"CD8-positive, alpha-beta T cell","RPS27"
"CD8-positive, alpha-beta T cell","HLA-C"
"CD8-positive, alpha-beta T cell","CXCR4"
"CD8-positive, alpha-beta T cell","LTB"
"CD8-positive, alpha-beta T cell","HLA-E"
"CD8-positive, alpha-beta T cell","DUSP2"
"CD8-positive, alpha-beta T cell","ISG20"
"CD8-positive, alpha-beta T cell","BATF"
"CD8-positive, alpha-beta T cell","HOPX"
"CD8-positive, alpha-beta T cell","CLEC2B"
"CD8-positive, alpha-beta T cell","RHOH"
"CD8-positive, alpha-beta T cell","SLA"
"CD8-positive, alpha-beta T cell","GIMAP4"
"CD8-positive, alpha-beta T cell","HLA-F"
"CD8-positive, alpha-beta T cell","PTPN7"
"CD8-positive, alpha-beta T cell","ETS1"
"CD8-positive, alpha-beta T cell","TRAF3IP3"
"CD8-positive, alpha-beta T cell","GATA3"
"CD8-positive, alpha-beta T cell","ARHGEF1"
"CD8-positive, alpha-beta T cell","OXNAD1"
"CD8-positive, alpha-beta T cell","CD5"
"CD8-positive, alpha-beta T cell","TC2N"
"CD8-positive, alpha-beta T cell","SLA2"
"CD8-positive, alpha-beta T cell","RASGRP1"
"CD8-positive, alpha-beta T cell","RPS15A"
"CD8-positive, alpha-beta T cell","RPS3"
"CD8-positive, alpha-beta T cell","SH3BGRL3"
"CD8-positive, alpha-beta T cell","COTL1"
"CD8-positive, alpha-beta T cell","CORO1A"
"CD8-positive, alpha-beta T cell","RAC2"
"CD8-positive, alpha-beta T cell","ITGB2"
"CD8-positive, alpha-beta T cell","YPEL5"
"CD8-positive, alpha-beta T cell","CKLF"
"CD8-positive, alpha-beta T cell","ARL4C"
"CD8-positive, alpha-beta T cell","CXCR3"
"CD8-positive, alpha-beta T cell","TNFRSF9"
"CD8-positive, alpha-beta T cell","PPP1R2"
"CD8-positive, alpha-beta T cell","BIN2"
"CD8-positive, alpha-beta T cell","DENND2D"
"CD8-positive, alpha-beta T cell","PARP8"
"CD8-positive, alpha-beta T cell","PSTPIP1"
"CD8-positive, alpha-beta T cell","RASAL3"
"CD8-positive, alpha-beta T cell","CAMK4"
"CD8-positive, alpha-beta T cell","KLRG1"
"CD8-positive, alpha-beta T cell","APOBEC3H"
"CD8-positive, alpha-beta T cell","RPS29"
"CD8-positive, alpha-beta T cell","RPS27A"
"CD8-positive, alpha-beta T cell","RPL28"
"CD8-positive, alpha-beta T cell","HLA-B"
"CD8-positive, alpha-beta T cell","RPS25"
"CD8-positive, alpha-beta T cell","PFN1"
"CD8-positive, alpha-beta T cell","CCL4L2"
"CD8-positive, alpha-beta T cell","TSC22D3"
"CD8-positive, alpha-beta T cell","ALOX5AP"
"CD8-positive, alpha-beta T cell","ID2"
"CD8-positive, alpha-beta T cell","TNFAIP3"
"CD8-positive, alpha-beta T cell","PSMB9"
"CD8-positive, alpha-beta T cell","CYTIP"
"CD8-positive, alpha-beta T cell","LIMD2"
"CD8-positive, alpha-beta T cell","CCR7"
"CD8-positive, alpha-beta T cell","DOK2"
"CD8-positive, alpha-beta T cell","GNG2"
"CD8-positive, alpha-beta T cell","PTGER4"
"CD8-positive, alpha-beta T cell","CHST12"
"CD8-positive, alpha-beta T cell","LEF1"
"CD8-positive, alpha-beta T cell","CNOT6L"
"CD8-positive, alpha-beta T cell","AKNA"
"CD8-positive, alpha-beta T cell","LYAR"
"CD8-positive, alpha-beta T cell","LY9"
"CD8-positive, alpha-beta T cell","GIMAP6"
"CD8-positive, alpha-beta T cell","RPS12"
"CD8-positive, alpha-beta T cell","RPLP2"
"CD8-positive, alpha-beta T cell","RPL23A"
"CD8-positive, alpha-beta T cell","S100A4"
"CD8-positive, alpha-beta T cell","RGS1"
"CD8-positive, alpha-beta T cell","CCL3"
"CD8-positive, alpha-beta T cell","ARHGDIB"
"CD8-positive, alpha-beta T cell","MYL12A"
"CD8-positive, alpha-beta T cell","CREM"
"CD8-positive, alpha-beta T cell","ARPC2"
"CD8-positive, alpha-beta T cell","HMGB2"
"CD8-positive, alpha-beta T cell","SRSF7"
"CD8-positive, alpha-beta T cell","CD48"
"CD8-positive, alpha-beta T cell","GPSM3"
"CD8-positive, alpha-beta T cell","ICAM3"
"CD8-positive, alpha-beta T cell","PRDM1"
"CD8-positive, alpha-beta T cell","LBH"
"CD8-positive, alpha-beta T cell","HAVCR2"
"CD8-positive, alpha-beta T cell","CDC42SE2"
"CD8-positive, alpha-beta T cell","AAK1"
"CD8-positive, alpha-beta T cell","EML4"
"CD8-positive, alpha-beta T cell","RHOF"
"CD8-positive, alpha-beta T cell","RASSF5"
"CD8-positive, alpha-beta T cell","SPN"
"CD8-positive, alpha-beta T cell","ITGA1"
"CD8-positive, alpha-beta T cell","ABI3"
"CD8-positive, alpha-beta T cell","BTN3A2"
"CD8-positive, alpha-beta T cell","FLT3LG"
"CD8-positive, alpha-beta T cell","ITGB7"
"CD8-positive, alpha-beta T cell","GIMAP1"
"CD8-positive, alpha-beta T cell","AOAH"
"CD8-positive, alpha-beta T cell","MIAT"
"CD8-positive, alpha-beta T cell","RNF19A"
"CD8-positive, alpha-beta T cell","APOBEC3C"
"CD8-positive, alpha-beta T cell","OASL"
"CD8-positive, alpha-beta T cell","CD28"
"CD8-positive, alpha-beta T cell","PLEKHF1"
"CD8-positive, alpha-beta T cell","SRSF2"
"CD8-positive, alpha-beta T cell","LYST"
"CD8-positive, alpha-beta T cell","PPP1R18"
"CD8-positive, alpha-beta T cell","BUB3"
"CD8-positive, alpha-beta T cell","RAB27A"
"CD8-positive, alpha-beta T cell","RCAN3"
"CD8-positive, alpha-beta T cell","NCR3"
"CD8-positive, alpha-beta T cell","PATL2"
"CD8-positive, alpha-beta T cell","FKBP11"
"CD8-positive, alpha-beta T cell","HSPA8"
"CD8-positive, alpha-beta T cell","TMA7"
"CD8-positive, alpha-beta T cell","CRIP1"
"CD8-positive, alpha-beta T cell","LCP1"
"CD8-positive, alpha-beta T cell","SNRPD2"
"CD8-positive, alpha-beta T cell","CACYBP"
"CD8-positive, alpha-beta T cell","DDX24"
"CD8-positive, alpha-beta T cell","TCF7"
"CD8-positive, alpha-beta T cell","TPST2"
"CD8-positive, alpha-beta T cell","C9orf78"
"CD8-positive, alpha-beta T cell","APBA2"
"CD8-positive, alpha-beta T cell","PTPN4"
"CD8-positive, alpha-beta T cell","DEF6"
"CD8-positive, alpha-beta T cell","RNF125"
"CD8-positive, alpha-beta T cell","SP140"
"CD8-positive, alpha-beta T cell","TNFRSF25"
"CD8-positive, alpha-beta T cell","TOX"
"CD8-positive, alpha-beta T cell","HERPUD2"
"CD8-positive, alpha-beta T cell","ANXA2R"
"CD8-positive, alpha-beta T cell","LINC00649"
"CD8-positive, alpha-beta T cell","PBX4"
"CD8-positive, alpha-beta T cell","MPZL3"
"CD8-positive, alpha-beta T cell","CLIC3"
"CD8-positive, alpha-beta T cell","FAM177A1"
"CD8-positive, alpha-beta T cell","WIPF1"
"CD8-positive, alpha-beta T cell","PRPF38B"
"CD8-positive, alpha-beta T cell","ATP8A1"
"CD8-positive, alpha-beta T cell","TMIGD2"
"CD8-positive, alpha-beta T cell","S1PR4"
"CD8-positive, alpha-beta T cell","P2RY10"
"CD8-positive, alpha-beta T cell","NELL2"
"CD8-positive, alpha-beta T cell","TSEN54"
"CD8-positive, alpha-beta T cell","PCED1B"
"CD8-positive, alpha-beta T cell","ITGAL"
"CD8-positive, alpha-beta T cell","IPCEF1"
"CD8-positive, alpha-beta T cell","PDE3B"
"CD8-positive, alpha-beta T cell","ARAP2"
"CD8-positive, alpha-beta T cell","MYO1F"
"CD8-positive, alpha-beta T cell","F2R"
"CD8-positive, alpha-beta T cell","SPNS3"
"CD8-positive, alpha-beta T cell","TNFSF14"
"CD8-positive, alpha-beta T cell","ITGB2-AS1"
"CD8-positive, alpha-beta T cell","IFITM1"
"CD8-positive, alpha-beta T cell","GIMAP2"
"CD8-positive, alpha-beta T cell","C16orf54"
"CD8-positive, alpha-beta T cell","IL21R"
"CD8-positive, alpha-beta T cell","CD226"
"CD8-positive, alpha-beta T cell","KRT86"
"CD8-positive, alpha-beta T cell","JMJD6"
"CD8-positive, alpha-beta T cell","HSPB11"
"CD8-positive, alpha-beta T cell","FXYD2"
"CD8-positive, alpha-beta T cell","PTTG1"
"CD8-positive, alpha-beta T cell","PPP1CA"
"CD8-positive, alpha-beta T cell","TERF2IP"
"CD8-positive, alpha-beta T cell","GALM"
"CD8-positive, alpha-beta T cell","MYO1G"
"CD8-positive, alpha-beta T cell","AKAP5"
"CD8-positive, alpha-beta T cell","DAPK2"
"CD8-positive, alpha-beta T cell","CPNE7"
"CD8-positive, alpha-beta T cell","SARDH"
"CD8-positive, alpha-beta T cell","CBLB"
"CD8-positive, alpha-beta T cell","CASP8"
"CD8-positive, alpha-beta T cell","LPIN2"
"CD8-positive, alpha-beta T cell","DIAPH1"
"CD8-positive, alpha-beta T cell","ATG2A"
"CD8-positive, alpha-beta T cell","TRABD2A"
"CD8-positive, alpha-beta T cell","HENMT1"
"CD8-positive, alpha-beta T cell","EPHA1-AS1"
"CD8-positive, alpha-beta T cell","TNFSF9"
"CD8-positive, alpha-beta T cell","ASB2"
"CD8-positive, alpha-beta T cell","PITPNC1"
"CD8-positive, alpha-beta T cell","SLAMF7"
"CD8-positive, alpha-beta T cell","TESPA1"
"CD8-positive, alpha-beta T cell","FANCA"
"CD8-positive, alpha-beta T cell","PPP2R2B"
"CD8-positive, alpha-beta T cell","CYFIP2"
"CD8-positive, alpha-beta T cell","GPRIN3"
"CD8-positive, alpha-beta T cell","VCAM1"
"CD8-positive, alpha-beta T cell","CENPM"
"CD8-positive, alpha-beta T cell","TMEM71"
"CD8-positive, alpha-beta T cell","GPR132"
"CD8-positive, alpha-beta T cell","RPS26"
"CD8-positive, alpha-beta T cell","PSMB8"
"CD8-positive, alpha-beta T cell","TAP1"
"CD8-positive, alpha-beta T cell","RSRC2"
"CD8-positive, alpha-beta T cell","SMC4"
"CD8-positive, alpha-beta T cell","NAP1L4"
"CD8-positive, alpha-beta T cell","SLFN5"
"CD8-positive, alpha-beta T cell","PCNA"
"CD8-positive, alpha-beta T cell","ITGA4"
"CD8-positive, alpha-beta T cell","MKI67"
"CD8-positive, alpha-beta T cell","RNF167"
"CD8-positive, alpha-beta T cell","DHX36"
"CD8-positive, alpha-beta T cell","NUSAP1"
"CD8-positive, alpha-beta T cell","MAGOH"
"CD8-positive, alpha-beta T cell","SMC3"
"CD8-positive, alpha-beta T cell","DDX39A"
"CD8-positive, alpha-beta T cell","PMF1"
"CD8-positive, alpha-beta T cell","SAMD9L"
"CD8-positive, alpha-beta T cell","CMC2"
"CD8-positive, alpha-beta T cell","ZNRD1"
"CD8-positive, alpha-beta T cell","GTF2B"
"CD8-positive, alpha-beta T cell","NAA50"
"CD8-positive, alpha-beta T cell","SNAP47"
"CD8-positive, alpha-beta T cell","SNW1"
"CD8-positive, alpha-beta T cell","GGA1"
"CD8-positive, alpha-beta T cell","RBM23"
"CD8-positive, alpha-beta T cell","COMMD8"
"CD8-positive, alpha-beta T cell","DDX27"
"CD8-positive, alpha-beta T cell","PDCD2"
"CD8-positive, alpha-beta T cell","CEBPZ"
"CD8-positive, alpha-beta T cell","PBDC1"
"CD8-positive, alpha-beta T cell","ATAD2"
"CD8-positive, alpha-beta T cell","RPIA"
"CD8-positive, alpha-beta T cell","SRRT"
"CD8-positive, alpha-beta T cell","ASF1A"
"CD8-positive, alpha-beta T cell","PRPF18"
"CD8-positive, alpha-beta T cell","ZFAND2B"
"CD8-positive, alpha-beta T cell","SPTY2D1"
"CD8-positive, alpha-beta T cell","BRMS1"
"CD8-positive, alpha-beta T cell","CISH"
"CD8-positive, alpha-beta T cell","TSPAN17"
"CD8-positive, alpha-beta T cell","CDK11B"
"CD8-positive, alpha-beta T cell","TNFSF4"
"CD8-positive, alpha-beta T cell","HELLS"
"CD8-positive, alpha-beta T cell","ANKRD49"
"CD8-positive, alpha-beta T cell","RPA1"
"CD8-positive, alpha-beta T cell","ZNF830"
"CD8-positive, alpha-beta T cell","MTFP1"
"CD8-positive, alpha-beta T cell","VRK1"
"CD8-positive, alpha-beta T cell","CDCA4"
"CD8-positive, alpha-beta T cell","RBM14"
"CD8-positive, alpha-beta T cell","CLSPN"
"CD8-positive, alpha-beta T cell","NAA60"
"CD8-positive, alpha-beta T cell","RANBP3"
"CD8-positive, alpha-beta T cell","ASF1B"
"CD8-positive, alpha-beta T cell","GPS2"
"CD8-positive, alpha-beta T cell","RINL"
"CD8-positive, alpha-beta T cell","ADAT1"
"CD8-positive, alpha-beta T cell","IKBKE"
"CD8-positive, alpha-beta T cell","PPAN"
"CD8-positive, alpha-beta T cell","APBA3"
"CD8-positive, alpha-beta T cell","TTF2"
"CD8-positive, alpha-beta T cell","MTG1"
"CD8-positive, alpha-beta T cell","DHX16"
"CD8-positive, alpha-beta T cell","PRIM1"
"CD8-positive, alpha-beta T cell","TYSND1"
"CD8-positive, alpha-beta T cell","FBXO5"
"CD8-positive, alpha-beta T cell","WDR76"
"CD8-positive, alpha-beta T cell","SMIM13"
"CD8-positive, alpha-beta T cell","IKZF5"
"CD8-positive, alpha-beta T cell","BNIP1"
"CD8-positive, alpha-beta T cell","SASS6"
"CD8-positive, alpha-beta T cell","TRIM39"
"CD8-positive, alpha-beta T cell","SLC25A22"
"CD8-positive, alpha-beta T cell","TYMS"
"CD8-positive, alpha-beta T cell","TPX2"
"CD8-positive, alpha-beta T cell","CENPU"
"CD8-positive, alpha-beta T cell","GPR68"
"CD8-positive, alpha-beta T cell","RFWD3"
"CD8-positive, alpha-beta T cell","A2M-AS1"
"CD8-positive, alpha-beta T cell","SUPT3H"
"CD8-positive, alpha-beta T cell","RRM2"
"CD8-positive, alpha-beta T cell","CKAP2"
"CD8-positive, alpha-beta T cell","MAD2L1"
"CD8-positive, alpha-beta T cell","SLC16A7"
"CD8-positive, alpha-beta T cell","ZFYVE28"
"CD8-positive, alpha-beta T cell","UBE2C"
"CD8-positive, alpha-beta T cell","SRGAP3"
"CD8-positive, alpha-beta T cell","CENPF"
"CD8-positive, alpha-beta T cell","VPS37B"
"CD8-positive, alpha-beta T cell","CD40LG"
"CD8-positive, alpha-beta T cell","WDR54"
"CD8-positive, alpha-beta T cell","PRR5L"
"CD8-positive, alpha-beta T cell","TTN"
"CD8-positive, alpha-beta T cell","STAG3"
"CD8-positive, alpha-beta T cell","PLXDC1"
"CD8-positive, alpha-beta T cell","TBCD"
"CD8-positive, alpha-beta T cell","JAK3"
"CD8-positive, alpha-beta T cell","DGKA"
"CD8-positive, alpha-beta T cell","UBE2T"
"CD8-positive, alpha-beta T cell","EED"
"CD8-positive, alpha-beta T cell","IL12RB1"
"CD8-positive, alpha-beta T cell","ESCO1"
"CD8-positive, alpha-beta T cell","UNC13D"
"CD8-positive, alpha-beta T cell","SACM1L"
"CD8-positive, alpha-beta T cell","GCH1"
"CD8-positive, alpha-beta T cell","PSD4"
"CD8-positive, alpha-beta T cell","ABCB1"
"CD8-positive, alpha-beta T cell","CDCA7"
"CD8-positive, alpha-beta T cell","C11orf21"
"CD8-positive, alpha-beta T cell","CENPN"
"CD8-positive, alpha-beta T cell","MYBL1"
"CD8-positive, alpha-beta T cell","AGAP2"
"CD8-positive, alpha-beta T cell","APOBEC3F"
"CD8-positive, alpha-beta T cell","VPS33A"
"CD8-positive, alpha-beta T cell","RAB39B"
"CD8-positive, alpha-beta T cell","TXK"
"CD8-positive, alpha-beta T cell","CDKN3"
"CD8-positive, alpha-beta T cell","P2RX5"
"CD8-positive, alpha-beta T cell","NSG1"
"CD8-positive, alpha-beta T cell","SLC38A5"
"CD8-positive, alpha-beta T cell","PRC1"
"CD8-positive, alpha-beta T cell","CHI3L2"
"CD8-positive, alpha-beta T cell","CD72"
"CD8-positive, alpha-beta T cell","RAB37"
"CD8-positive, alpha-beta T cell","LPAR2"
"CD8-positive, alpha-beta T cell","TNFSF8"
"CD8-positive, alpha-beta T cell","CAPN12"
"CD8-positive, alpha-beta T cell","GNGT2"
"CD8-positive, alpha-beta T cell","NDC80"
"CD8-positive, alpha-beta T cell","CD79A"
"CD8-positive, alpha-beta T cell","TMEM204"
"CD8-positive, alpha-beta T cell","CLECL1"
"CD8-positive, alpha-beta T cell","TK1"
"CD8-positive, alpha-beta T cell","STK39"
"CD8-positive, alpha-beta T cell","TSPAN32"
"CD8-positive, alpha-beta T cell","CCRL2"
"CD8-positive, alpha-beta T cell","BIK"
"CD8-positive, alpha-beta T cell","INTS5"
"CD8-positive, alpha-beta T cell","MAL"
"CD8-positive, alpha-beta T cell","PASK"
"CD8-positive, alpha-beta T cell","TOX2"
"CD8-positive, alpha-beta T cell","NCALD"
"CD8-positive, alpha-beta T cell","USP20"
"CD8-positive, alpha-beta T cell","SLC25A53"
"CD8-positive, alpha-beta T cell","MCM4"
"CD8-positive, alpha-beta T cell","IRF4"
"CD8-positive, alpha-beta T cell","MEI1"
"CD8-positive, alpha-beta T cell","KIF21A"
"CD8-positive, alpha-beta T cell","CENPK"
"CD8-positive, alpha-beta T cell","TNFRSF18"
"CD8-positive, alpha-beta T cell","PLEK"
"CD8-positive, alpha-beta T cell","TNF"
"CD8-positive, alpha-beta T cell","INPP4B"
"CD8-positive, alpha-beta T cell","PPP1R16B"
"CD8-positive, alpha-beta T cell","P2RY8"
"CD8-positive, alpha-beta T cell","ZNF101"
"CD8-positive, alpha-beta T cell","LRRC8C"
"Cancer Associated Fibroblasts","COL1A1"
"Cancer Associated Fibroblasts","COL1A2"
"Cancer Associated Fibroblasts","FN1"
"Cancer Associated Fibroblasts","FBLN1"
"Cancer Associated Fibroblasts","COL6A2"
"Cancer Associated Fibroblasts","SERPING1"
"Cancer Associated Fibroblasts","CTHRC1"
"Cancer Associated Fibroblasts","MMP2"
"Cancer Associated Fibroblasts","PCOLCE"
"Cancer Associated Fibroblasts","AEBP1"
"Cancer Associated Fibroblasts","MMP11"
"Cancer Associated Fibroblasts","CTSK"
"Cancer Associated Fibroblasts","CLEC11A"
"Cancer Associated Fibroblasts","MMP14"
"Cancer Associated Fibroblasts","OLFML3"
"Cancer Associated Fibroblasts","EMILIN1"
"Cancer Associated Fibroblasts","RCN3"
